name,album,popularity,artist,release_date,length,album_art,album_type,duration_ms,explicit,preview_url,track_no,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,Song URL,Own_Song?,Length_s,Right_Field_1,id,small_album_art,Right_ActualURL,Artist_Name,Collaborator
Twerk,All the Way Up,6,B-RED,7/11/2016,224891,https://i.scdn.co/image/1df3f367cf5dfe7805ba979c55b4aca182720a0f,album,224891,FALSE,https://p.scdn.co/mp3-preview/355153cc354db6a6753c0e439c1e6e5760ba2814?cid=b50ee957f7824fa5806358e8fe3a1598,9,0.506,0.473,0.893,0,0.393,-1.998,0.321,102.166,4,0.867,https://open.spotify.com/track/3It0jCz2fG0pgyJCWftHWZ,No,224.891,9,3sPWLGRZraudmUUTtosSH9,https://i.scdn.co/image/9930d7de38f84fcb69f0aa4b1b9daffa3086267b,https://open.spotify.com/album/3sPWLGRZraudmUUTtosSH9,Davido,B-RED
Twisted,Twisted,33,DMW,10/19/2018,196858,https://i.scdn.co/image/99b8140d4e55796c71af5d3f0d88d673980479bb,single,196858,TRUE,https://p.scdn.co/mp3-preview/8e189fe531836959b8f3924a1aea12e76b368bfc?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.767,0.26,0.743,0,0.412,-4.784,0.142,109.958,4,0.638,https://open.spotify.com/track/2KCXm9hGzahmqpBke3k35F,No,196.858,8,2kxU25KopDWl34i3Hwu159,https://i.scdn.co/image/99f111dfaee256ad5dd0b9bb5894152c408aab01,https://open.spotify.com/album/2kxU25KopDWl34i3Hwu159,Davido,DMW
Ur Eyes (feat. Davido),Chapter One,7,May D,2013,244523,https://i.scdn.co/image/c023f964beb1d0a5a4f53497a43574b908775565,album,244523,FALSE,https://p.scdn.co/mp3-preview/d33915e0446cce549cd57703c4f6c7eabb44671a?cid=b50ee957f7824fa5806358e8fe3a1598,6,0.747,0.204,0.868,0,0.25,-3.748,0.138,126.095,4,0.62,https://open.spotify.com/track/0a199M6Vdcun8c7mMxdJuu,No,244.523,14,1w01wvCcf43ZOanBaU9rPO,https://i.scdn.co/image/99fd28926420f86a9b96eac5dde20ff3c1ec9a75,https://open.spotify.com/album/1w01wvCcf43ZOanBaU9rPO,Davido,May D
VIP (feat. Davido),VIP (feat. Davido),10,King Nate,10/5/2017,194038,https://i.scdn.co/image/04781e6345ca2b2dbf7a725a1dbf258d58011db7,single,194038,TRUE,https://p.scdn.co/mp3-preview/11d76808707bb1d7a3cd795ba036442be636d20f?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.619,0.159,0.67,0,0.0977,-4.305,0.329,94.286,4,0.405,https://open.spotify.com/track/57pMWJrOB8TfL8IHqtUjhQ,No,194.038,32,5TukbwDpXmhBJsGwxsIdBg,https://i.scdn.co/image/b453ee109fd880dca6c9a94bc2523e3c42283147,https://open.spotify.com/album/5TukbwDpXmhBJsGwxsIdBg,Davido,King Nate
Video,Omo Baba Olowo (O.B.O) - The Genesis,31,DaVido,4/22/2016,233482,https://i.scdn.co/image/f496fc5104a6429a1d7e696a241a474732bb84b2,album,233482,FALSE,https://p.scdn.co/mp3-preview/0eaf87a684e5596606c78a516d33b886a4e722cb?cid=b50ee957f7824fa5806358e8fe3a1598,4,0.708,0.0537,0.826,0.0101,0.297,-5.945,0.0624,100.01,4,0.452,https://open.spotify.com/track/7m6CaQSF8AHkcoPd3flwiU,Yes,233.482,0,5jKHPhTXKHcC0MXBg8mCSI,https://i.scdn.co/image/e9c23ba1f614288423ac4036218f5fbbf95fbd3c,https://open.spotify.com/album/5jKHPhTXKHcC0MXBg8mCSI,Davido,None
Wait (feat. Davido),Wait (feat. Davido),18,Solidstar,1/22/2016,224960,https://i.scdn.co/image/597a77a36719b3ede8c2f2ef73a350043e49edfc,single,224960,FALSE,https://p.scdn.co/mp3-preview/e3a185cc5588d53359e939b173f00c4738037250?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.73,0.0237,0.956,8.29E-05,0.0888,-1.231,0.0998,102.085,4,0.934,https://open.spotify.com/track/0wyyzBts0L0r30manT05ES,No,224.96,26,7C7XlsCzTu7hXnEWYgc9ML,https://i.scdn.co/image/c471d09a4cd42d4d5cfff66e69746f7f2bd729bb,https://open.spotify.com/album/7C7XlsCzTu7hXnEWYgc9ML,Davido,Solidstar
Waka Waka,Waka Waka (feat. Davido),47,Selebobo,4/26/2017,206496,https://i.scdn.co/image/53b1119532099a23afe152e23ebdc18630d4066c,single,206496,FALSE,https://p.scdn.co/mp3-preview/a8aa4cfbf1da708416c49afce5a548751042afb9?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.909,0.199,0.735,0.00022,0.038,-2.905,0.0375,110.033,4,0.79,https://open.spotify.com/track/7lFcxnP041o1Yn5Yi7hLWI,No,206.496,25,1NE8GHdFZlc8Jek7aOhoWX,https://i.scdn.co/image/f2802c37dde19694cc96bbb01f84d80e8147b60f,https://open.spotify.com/album/1NE8GHdFZlc8Jek7aOhoWX,Davido,Selebobo
Way Too Fly (feat. DaVido),International Artist,56,A Boogie Wit da Hoodie,6/20/2018,172708,https://i.scdn.co/image/5eb7276b97bc51b19c93a1165f0463fe1d46faf9,album,172708,TRUE,https://p.scdn.co/mp3-preview/3e00a55f4048a5db3103179367df76c6a5caf17e?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.602,0.125,0.771,0,0.254,-4.799,0.261,216.115,4,0.864,https://open.spotify.com/track/1NAR2XeNMp6SegDBp0NlRy,No,172.708,41,6opJjTuHd4tQ1h2qrus7jH,https://i.scdn.co/image/b3faaa7c93e8f6035090e59d83da5562bc9447c1,https://open.spotify.com/album/6opJjTuHd4tQ1h2qrus7jH,Davido,A Boogie Wit da Hoodie
Wetin' Dey (Remix),Wetin' Dey (Remix),14,Rayce,6/26/2017,231486,https://i.scdn.co/image/721ff64eb0933df35f4e4644b0cca42ece75838f,single,231486,FALSE,https://p.scdn.co/mp3-preview/3647528e08dcc4d00de2c4ff70fdb4b647c634bd?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.718,0.449,0.911,0,0.13,-0.523,0.0728,101.977,4,0.962,https://open.spotify.com/track/3mn43vuYXCjkxmBjvWtRTp,No,231.486,8,76uOyMQKNmaUoYkbyMrsoP,https://i.scdn.co/image/8cda50598325d8e5898107a9ed14f639bd004b7c,https://open.spotify.com/album/76uOyMQKNmaUoYkbyMrsoP,Davido,Rayce
What You Want,What You Want,42,Jay Sean,9/29/2017,197290,https://i.scdn.co/image/4cc0913fa399e9c4a47077b73560fa15fade724b,single,197290,FALSE,https://p.scdn.co/mp3-preview/dba8b109a467ade0406d6b7f61e6c4fc7ca77c46?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.764,0.191,0.807,0,0.199,-4.396,0.0662,116.918,4,0.675,https://open.spotify.com/track/6V6SASswCGrae9Jk4ZYrG4,No,197.29,35,7eYt19aqbnQsdF01tBUIMs,https://i.scdn.co/image/bda9879d9a28f96584970b06b16647b3dba3bc22,https://open.spotify.com/album/7eYt19aqbnQsdF01tBUIMs,Davido,Jay Sean
Wia,Wia,9,FRESH DOLLA,7/2/2018,150939,https://i.scdn.co/image/0e6732aeb3254d8c6084f08978ad98abe0e3bff6,single,150939,FALSE,https://p.scdn.co/mp3-preview/4f64d73283ba930e93afb9f1558c96d080849592?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.86,0.117,0.697,0.000809,0.213,-5.21,0.0469,105.001,4,0.819,https://open.spotify.com/track/64rFOIv2fJpGCs5kFSnDDY,No,150.939,38,39swQ2h1txOdeEqOdLeXxB,https://i.scdn.co/image/b6aaa0cdaa53827aadb15a3159ef9b825c6bf18e,https://open.spotify.com/album/39swQ2h1txOdeEqOdLeXxB,Davido,FRESH DOLLA
With You,With You,7,Chidokeyz,10/15/2018,204369,https://i.scdn.co/image/83a1e85f2de735bca5e865d5360ab4eb02e257bd,single,204369,FALSE,https://p.scdn.co/mp3-preview/517c08487176fb1e37f230a7ee6386500658ccab?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.745,0.273,0.695,1.04E-05,0.0527,-5.79,0.0692,99.898,4,0.86,https://open.spotify.com/track/4rX7C37sMmaBDV7TjUBVyO,No,204.369,13,5fKJKnsYd2zl7kurHUry3j,https://i.scdn.co/image/1ac98214e772e810e7915dc4278b0c61c13ff294,https://open.spotify.com/album/5fKJKnsYd2zl7kurHUry3j,Davido,Chidokeyz
Wo Le,According to X,9,DJ Xclusive,9/21/2015,219454,https://i.scdn.co/image/7ae49950005bab6fea0849dbe141595005016c01,album,219454,FALSE,https://p.scdn.co/mp3-preview/fcbdc071192390495778acd046a117d6101dcfc6?cid=b50ee957f7824fa5806358e8fe3a1598,7,0.782,0.109,0.948,2.39E-06,0.124,-1.756,0.259,127.929,4,0.84,https://open.spotify.com/track/1aGzcEMzw5VbMQ7moKjHuk,No,219.454,31,2K68QnBW5jKb4BrYJAyI4t,https://i.scdn.co/image/d7c7b607a70ba093a572239ccaf63dc5886b73d6,https://open.spotify.com/album/2K68QnBW5jKb4BrYJAyI4t,Davido,DJ Xclusive
Woju (Remix) [feat. Davido & Tiwa Savage],Woju (Remix) [feat. Davido & Tiwa Savage],43,Kiss Daniel,2/28/2015,204277,https://i.scdn.co/image/2f9d85335160411b45be71e4a4540ef8dfb6025f,single,204277,FALSE,https://p.scdn.co/mp3-preview/5d90cb8a5e4981bf27d764aa3d539c3949b013ef?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.789,0.297,0.907,1.87E-06,0.0327,-2.735,0.046,113.95,4,0.972,https://open.spotify.com/track/5mLjOzvBL124hjJsoT6Ctz,No,204.277,45,2uqJUP4F59bkjjQpiWNL8M,https://i.scdn.co/image/1282803cba4bf45f58c1ce1ca787f1f6044eb5a8,https://open.spotify.com/album/2uqJUP4F59bkjjQpiWNL8M,Davido,Kiss Daniel
Wonder Woman,Wonder Woman,50,DaVido,12/14/2018,236000,https://i.scdn.co/image/77eb7c17cafe5503691a106f2aa95a43def72771,single,236000,FALSE,https://p.scdn.co/mp3-preview/098d39ea6b4a9be55ed503926979b701772fd1cb?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.688,0.434,0.696,0,0.128,-4.37,0.301,95.954,4,0.684,https://open.spotify.com/track/7Mlxx8SMVwG36rVGjvRCEP,Yes,236,6,2aMlq0mM1bhA2CdVChIclZ,https://i.scdn.co/image/77eb7c17cafe55024437ceb1def8afe2890531da,https://open.spotify.com/album/2aMlq0mM1bhA2CdVChIclZ,Davido,None
Wonder Woman - Instrumental,Wonder Woman (Instrumental),25,DaVido,8/24/2018,150093,https://i.scdn.co/image/e26652af609c00c3dfc8f11eb6cf3ca9ebe9d8b3,single,150093,FALSE,https://p.scdn.co/mp3-preview/89be435b34214ce4b8e3dd243113cf49a7b51ddb?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.679,0.455,0.549,0.906,0.237,-8.881,0.0773,192.047,4,0.795,https://open.spotify.com/track/1g1kL8oJFRR01nF31lUXYR,Yes,150.093,14,4AmsWIWKmJIktfgyw7wqWo,https://i.scdn.co/image/b9c99871711280d2618fc63f2c0acef4cd919379,https://open.spotify.com/album/4AmsWIWKmJIktfgyw7wqWo,Davido,None
Yaya Yoyo (feat. Davido),YAGI (Young and Getting It),8,Lil Kesh,5/1/2017,240373,https://i.scdn.co/image/edda84d5c2920a3759829d0065591df269b19ddf,album,240373,TRUE,https://p.scdn.co/mp3-preview/52f01a4d8b56500dbff501ef32cdb40755533282?cid=b50ee957f7824fa5806358e8fe3a1598,18,0.599,0.317,0.811,0,0.496,-4.113,0.39,111.722,4,0.663,https://open.spotify.com/track/0EbaPvKSSdD4QpGPvjkkpL,No,240.373,20,1ZZ08K5JhqjGJumm19qsbt,https://i.scdn.co/image/1451efc1fc45193bce43c15d87fb76cc242c3c03,https://open.spotify.com/album/1ZZ08K5JhqjGJumm19qsbt,Davido,Lil Kesh
Your DJ,Iyanu,39,DJ Spinall,10/26/2018,203493,https://i.scdn.co/image/cd5636221ae67c77ba06d01a56f0e648c9c4c04e,album,203493,FALSE,https://p.scdn.co/mp3-preview/020a35e5c6dc1c22cc1929b51c89fdbc5c1cdd84?cid=b50ee957f7824fa5806358e8fe3a1598,8,0.837,0.169,0.724,0,0.276,-5.179,0.0427,105.05,4,0.823,https://open.spotify.com/track/55jbVik5m0HLYtdeqFH3JC,No,203.493,5,7KHFrc650CEz6pSzLYTCFo,https://i.scdn.co/image/aad0d3dcc667588b24bc579f45982c1a90b256da,https://open.spotify.com/album/7KHFrc650CEz6pSzLYTCFo,Davido,DJ Spinall
Zero Smello,Zero Smello,8,TeeHigh,4/8/2016,219742,https://i.scdn.co/image/c8721978a27bd1d9ab82771797ef35d9e38d05d6,single,219742,FALSE,https://p.scdn.co/mp3-preview/457334080e20d395d779936b896ed67b90cb240e?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.539,0.0692,0.92,0.135,0.075,-3.776,0.106,123.949,4,0.859,https://open.spotify.com/track/5mqlzRmbOf5EdofxBvEqn1,No,219.742,3,7Mmv7LEo6gh84m6rJlKpwL,https://i.scdn.co/image/8e11e6ebdc6ee12812e62da5bf9f3128bd92d81c,https://open.spotify.com/album/7Mmv7LEo6gh84m6rJlKpwL,Davido,TeeHigh
divine,rare.,40,Odunsi (The Engine),10/12/2018,165851,https://i.scdn.co/image/f04e19a9041b0d2750d3d4c133f03533aaab1848,album,165851,FALSE,https://p.scdn.co/mp3-preview/4dd1405f75f5998a3f93d241313d2b66d0bbf728?cid=b50ee957f7824fa5806358e8fe3a1598,5,0.901,0.258,0.542,6.92E-06,0.0589,-4.733,0.076,109.955,4,0.844,https://open.spotify.com/track/5u3Msv0M45bNlsvOGYMMvO,No,165.851,15,2rCQfEwg1KO3gksFF2Wq48,https://i.scdn.co/image/4495b13da635c4c3ae38fc98090a4ddea3e8ecb8,https://open.spotify.com/album/2rCQfEwg1KO3gksFF2Wq48,Davido,Odunsi (The Engine)
Alright,27,22,Falz,10/27/2017,184333,https://i.scdn.co/image/c6b121fe3029e946ad3c3734026343468aca7cca,album,184333,FALSE,https://p.scdn.co/mp3-preview/d4cd4ded845cfda23bbca33007b7156d7cd70e8f?cid=b50ee957f7824fa5806358e8fe3a1598,3,0.632,0.125,0.742,0,0.103,-5.456,0.219,165.225,4,0.838,https://open.spotify.com/track/4EwMprlOhqFdDWycqdjRnC,No,184.333,13,05C3zviUAfrL5lHLrMaFQP,https://i.scdn.co/image/a678ac0175776c3e0348113fa570b7fa3de8ccf2,https://open.spotify.com/album/05C3zviUAfrL5lHLrMaFQP,Burna Boy,Falz
100,100,1,Faym Official,9/30/2018,208587,https://i.scdn.co/image/afd79ca19a740c49d72646cd2f3fddf0df85c4ea,single,208587,FALSE,https://p.scdn.co/mp3-preview/4dc7165d775031318ccae2e0a391c69ea8622864?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.716,0.548,0.659,0,0.389,-4.04,0.0641,101.971,4,0.72,https://open.spotify.com/track/7I1OCWfl6bZFRxOvGHn4G7,No,208.587,33,64EDS0qz3erLgZd9kUz0OI,https://i.scdn.co/image/1b382b1be4538d0b9c08923b2cd5d0852f34f4b6,https://open.spotify.com/album/64EDS0qz3erLgZd9kUz0OI,Burna Boy,Faym Official
69 (feat. Burna Boy & Ikechukwu),69 (feat. Burna Boy & Ikechukwu),24,Praiz,10/1/2016,246517,https://i.scdn.co/image/10ae23afa27358a8cd6e1c9d21c4ff6cddcaaf81,single,246517,TRUE,https://p.scdn.co/mp3-preview/a72a99409bda1a5ff2bfa0f54e54ba83ca7c481c?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.668,0.0387,0.452,0.00342,0.109,-7.545,0.032,130.072,4,0.0389,https://open.spotify.com/track/0KyBUcg6j5xXr21xnQU3JN,No,246.517,1,2VaCidKCx8RMytYeiuHKYz,https://i.scdn.co/image/a9bd6d7be19d7aad161e552471f1acecd768b75e,https://open.spotify.com/album/2VaCidKCx8RMytYeiuHKYz,Burna Boy,Praiz
Oyoyo,According to X,6,DJ Xclusive,9/21/2015,206942,https://i.scdn.co/image/7ae49950005bab6fea0849dbe141595005016c01,album,206942,FALSE,https://p.scdn.co/mp3-preview/84f92e6b1fadfe96e647ef766e770ce19322b432?cid=b50ee957f7824fa5806358e8fe3a1598,11,0.746,0.0596,0.876,0.00226,0.182,-3.666,0.0576,116.022,4,0.562,https://open.spotify.com/track/2Ub2LKkBcuXypdrTTUhhvp,No,206.942,18,2K68QnBW5jKb4BrYJAyI4t,https://i.scdn.co/image/d7c7b607a70ba093a572239ccaf63dc5886b73d6,https://open.spotify.com/album/2K68QnBW5jKb4BrYJAyI4t,Burna Boy,DJ Xclusive
Acting Bad,Acting Bad,16,Burna Boy,5/6/2016,195474,https://i.scdn.co/image/e346d4b0a5e32de4159d3bf72748d6b8d3407788,single,195474,TRUE,https://p.scdn.co/mp3-preview/9c1503197bfa28e33fce538bbaee421aed2a32b0?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.707,0.242,0.74,0,0.311,-6.226,0.234,100.424,4,0.619,https://open.spotify.com/track/4Kiwpbyvhi7V5C0ksp2KRS,Yes,195.474,43,6zEaeKNVJrVGtvM8xAPMf0,https://i.scdn.co/image/da7474e9d4670c7ae017cb63575affc8a359dfc1,https://open.spotify.com/album/6zEaeKNVJrVGtvM8xAPMf0,Burna Boy,None
Afrikan Star,Afrikan Star,28,Sauti Sol,2/14/2018,194526,https://i.scdn.co/image/446f9e7336b298b1b3a0726c4dae5534df2480c1,single,194526,FALSE,https://p.scdn.co/mp3-preview/0223d09719ca585022df4f7f7274b3cad54fc3a0?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.754,0.362,0.634,0,0.267,-9.65,0.415,94.952,4,0.866,https://open.spotify.com/track/56oI4YdCHGJasRH6tyTljz,No,194.526,5,2m4HXXdZvydQ3xk5l5he9P,https://i.scdn.co/image/44fe72ddd260cc41e0a528d7134ee0944e4a4a3f,https://open.spotify.com/album/2m4HXXdZvydQ3xk5l5he9P,Burna Boy,Sauti Sol
All The Loving,All The Loving,8,General Pype,9/1/2016,262857,https://i.scdn.co/image/d0043958ed49aec43aed476a62420d63a6dfac7e,single,262857,FALSE,https://p.scdn.co/mp3-preview/6548441dffc933e753769a1745d31abcb6535ec0?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.68,0.0128,0.865,2.42E-06,0.618,-5.432,0.19,104.756,4,0.756,https://open.spotify.com/track/5jsXfHfeh8c6s6PekrjGtH,No,262.857,40,2Nest77fmVvqLt8CRiNfc4,https://i.scdn.co/image/a631723af5cb4c521765540789e89e61b1919fab,https://open.spotify.com/album/2Nest77fmVvqLt8CRiNfc4,Burna Boy,General Pype
Anybody,Anybody,63,Burna Boy,6/14/2019,189106,https://i.scdn.co/image/068b7ab2ba5ac09f50669af5db6254495cd71933,single,189106,FALSE,https://p.scdn.co/mp3-preview/a2a372de0ea40a8388731ae4e616e1ea73e8b638?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.864,0.0126,0.877,1.46E-05,0.0831,-2.418,0.0644,103.985,4,0.686,https://open.spotify.com/track/4cyUTdVRJNxjcI9W4TezDW,Yes,189.106,6,5DPMC3g3iWqpWFzg7NoIG4,https://i.scdn.co/image/e782be0d5a7cc079954d089fe52181e6db2da856,https://open.spotify.com/album/5DPMC3g3iWqpWFzg7NoIG4,Burna Boy,None
Anything,Anything,12,DJ Big N,8/28/2017,195512,https://i.scdn.co/image/6dccfc6345ac658e9e1ab58181520230b2d5c810,single,195512,FALSE,https://p.scdn.co/mp3-preview/6a52e1a608e847ffe00bab0549a0136ec4162f10?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.54,0.499,0.637,0,0.345,-7.978,0.226,63.606,3,0.77,https://open.spotify.com/track/4ectAGHOvhNaMIN8XEMjHt,No,195.512,18,04DZr6X7TEsFqOgh1Afw6X,https://i.scdn.co/image/4c71f10baa458abe377fa2467efad1c1b2e67c8f,https://open.spotify.com/album/04DZr6X7TEsFqOgh1Afw6X,Burna Boy,DJ Big N
Ayepo (Remix) [feat. Burna Boy],Ayepo (Remix) [feat. Burna Boy],11,Air Boy,11/18/2017,246293,https://i.scdn.co/image/5272ba024c13779b510219134df45d44082a2585,single,246293,FALSE,https://p.scdn.co/mp3-preview/a287f65daf2869b533a36f1339e397af48e9cc5b?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.732,0.224,0.863,7.45E-05,0.447,-4.895,0.0419,104.031,4,0.96,https://open.spotify.com/track/4XLTXwXc6prNikY3PwN26Z,No,246.293,11,0rR7DynKTfq5scbbwcrddm,https://i.scdn.co/image/2c1a75245c29ccd1b23e3898a0e0d6517321a60d,https://open.spotify.com/album/0rR7DynKTfq5scbbwcrddm,Burna Boy,Air Boy
Baba Nla,Baba Nla,34,Larry Gaaga,8/10/2018,202569,https://i.scdn.co/image/09b98cf3c69cb9b8f5060be58648aef784c0e8ad,single,202569,FALSE,,1,0.657,0.061,0.619,0.0121,0.142,-6.776,0.248,100.085,4,0.579,https://open.spotify.com/track/741bGvXuyaHaiFZrVEtLza,No,202.569,46,4VMCzDpzW1LRJjDLIGWRXN,https://i.scdn.co/image/1f1d5b5d1978cd3fa6bf703b497d362577e18e53,https://open.spotify.com/album/4VMCzDpzW1LRJjDLIGWRXN,Burna Boy,Larry Gaaga
Baddest,Baddest,24,AKA,9/11/2015,278200,https://i.scdn.co/image/aaaeede38ff3d17849d10d48613cedd429ce0388,single,278200,FALSE,https://p.scdn.co/mp3-preview/72b20e22eb26f44106a6a8a27e8756f549169826?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.701,0.073,0.803,0,0.0416,-3.912,0.313,95.056,4,0.941,https://open.spotify.com/track/03ffaxt78GbqpZ0vfKrcyr,No,278.2,20,0BXh1RvAg5pSJVhJBfI5Qb,https://i.scdn.co/image/702c6ad512aa3f5337b72b365f338053876f0086,https://open.spotify.com/album/0BXh1RvAg5pSJVhJBfI5Qb,Burna Boy,AKA
Afrobeat Freestyle,"Best of Burn Series, Vol. 1",15,Burna Boy,4/28/2011,223871,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,223871,TRUE,https://p.scdn.co/mp3-preview/844b19cdf9228e47bc8c9184d5f6b1f41242697e?cid=b50ee957f7824fa5806358e8fe3a1598,6,0.856,0.291,0.504,0.0715,0.165,-8.916,0.113,100.104,4,0.849,https://open.spotify.com/track/5L4EHkYqbgoAmkX7lmARWc,Yes,223.871,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
Bad Boy (feat. Korkormikor),"Best of Burn Series, Vol. 1",14,Burna Boy,4/28/2011,218800,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,218800,TRUE,https://p.scdn.co/mp3-preview/6478df0fdcd5bf145d718bd65bf665595d94a213?cid=b50ee957f7824fa5806358e8fe3a1598,14,0.433,0.0816,0.643,6.58E-06,0.0923,-6.838,0.239,68.086,4,0.86,https://open.spotify.com/track/0Z1JWwSSSEQ1ab1dc6ydB9,Yes,218.8,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
Cowboy Music,"Best of Burn Series, Vol. 1",12,Burna Boy,4/28/2011,189226,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,189226,TRUE,https://p.scdn.co/mp3-preview/bc8badb851539d437a59fa5814d808a094ed1e40?cid=b50ee957f7824fa5806358e8fe3a1598,17,0.766,0.0346,0.878,0.00146,0.125,-4.052,0.0824,134.967,4,0.909,https://open.spotify.com/track/3P724XNO5QdCd6LjmWbE5e,Yes,189.226,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
Don't Cross That Line,"Best of Burn Series, Vol. 1",14,Burna Boy,4/28/2011,140697,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,140697,TRUE,https://p.scdn.co/mp3-preview/3898e443e918ed15fc15bb97c9cba780989a70f1?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.551,0.263,0.761,0,0.116,-7.264,0.424,205.783,4,0.693,https://open.spotify.com/track/15jwN9bJZGzkatB9gBAAFu,Yes,140.697,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
Firewood,"Best of Burn Series, Vol. 1",24,Burna Boy,4/28/2011,220706,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,220706,TRUE,https://p.scdn.co/mp3-preview/f40aee51b7317b47f36a6b7d3a1a2e19c56c11c3?cid=b50ee957f7824fa5806358e8fe3a1598,5,0.891,0.0132,0.739,0,0.0463,-6.537,0.131,112.014,4,0.509,https://open.spotify.com/track/3A1z2cfeSigRCHWIc4dK3g,Yes,220.706,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
Freedom Freestyle,"Best of Burn Series, Vol. 1",31,Burna Boy,4/28/2011,169197,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,169197,TRUE,https://p.scdn.co/mp3-preview/5993f7dc026627fe32897c7130b7a14be41bc2cc?cid=b50ee957f7824fa5806358e8fe3a1598,3,0.726,0.0511,0.715,0,0.118,-10.417,0.368,121.857,5,0.759,https://open.spotify.com/track/2LiD11NB2TTZjLJdKnU00T,Yes,169.197,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
Friend Like Me,"Best of Burn Series, Vol. 1",13,Burna Boy,4/28/2011,181720,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,181720,TRUE,https://p.scdn.co/mp3-preview/dad85eca8420518b47caecbdb87fbd0d43a463c9?cid=b50ee957f7824fa5806358e8fe3a1598,12,0.428,0.233,0.8,0,0.415,-5,0.214,139.038,4,0.759,https://open.spotify.com/track/1IAGcHaKjJvM7MgBD8tjXB,Yes,181.72,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
Fulfilling All Righteousness,"Best of Burn Series, Vol. 1",13,Burna Boy,4/28/2011,199480,https://i.scdn.co/image/cd571b6cab9e66620ccdcaacd69f3a888882d56c,album,199480,TRUE,https://p.scdn.co/mp3-preview/6ef03f0fecf3fef611008f41abf7798e3ee233f3?cid=b50ee957f7824fa5806358e8fe3a1598,16,0.709,0.303,0.727,0,0.0956,-5.626,0.225,92.961,4,0.73,https://open.spotify.com/track/7CooAGy0my5fAme9vm7djX,Yes,199.48,5,2uc8L2HBK59Mjns6db5FmT,https://i.scdn.co/image/b10afc4ec0f908773b18c2ca1af8db6fb2d320ca,https://open.spotify.com/album/2uc8L2HBK59Mjns6db5FmT,Burna Boy,None
