name,album,popularity,artist,release_date,length,album_art,album_type,duration_ms,explicit,preview_url,track_no,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,Song URL,Own_Song?,Length_s,Right_Field_1,id,small_album_art,Right_ActualURL,Artist_Name,Collaborator
Around The World,20,17,Mafikizolo,11/24/2017,270440,https://i.scdn.co/image/68f3c417f0d81acc4c313604c9948745cfd8c596,album,270440,FALSE,,12,0.782,0.0318,0.785,1.32E-06,0.119,-4.139,0.0421,104.008,4,0.794,https://open.spotify.com/track/1qMLaYRP5F8WdYbDnkdarg,No,270.44,9,5VaJdyFRG30hBV44mHqMHx,https://i.scdn.co/image/b83163325a4c7677875631044eb3d2e2f2868b2d,https://open.spotify.com/album/5VaJdyFRG30hBV44mHqMHx,Wizkid,Mafikizolo
Many Men (feat. Wizkid),#Powerful,6,Illbliss,6/12/2015,217965,https://i.scdn.co/image/65e438cc725c2cc8ccd991529315451f24836ef2,album,217965,TRUE,https://p.scdn.co/mp3-preview/91f178ab50f71e8500bad346271460897faa01b0?cid=b50ee957f7824fa5806358e8fe3a1598,6,0.76,0.224,0.958,0,0.108,-0.784,0.0554,99.986,4,0.898,https://open.spotify.com/track/1uOxMoSHuISADS4F4XPKg0,No,217.965,3,5FbSez2H3iZYQ10GJWiXUC,https://i.scdn.co/image/292482235b953a10a48a9bd6e2b4e1ff737d3824,https://open.spotify.com/album/5FbSez2H3iZYQ10GJWiXUC,Wizkid,Illbliss
Follow Me (feat. Wizkid),6ix O' clock,13,Yung6ix,2/6/2014,256120,https://i.scdn.co/image/1f9f03e99cf40241aed16ecb0fc8f2f7406db99b,album,256120,FALSE,https://p.scdn.co/mp3-preview/4088392b782f06507c08170ac6daaf4747026154?cid=b50ee957f7824fa5806358e8fe3a1598,16,0.477,0.058,0.738,0,0.0875,-6.4,0.223,83.316,3,0.495,https://open.spotify.com/track/16NmfILPLJiNAZiFVhdmOR,No,256.12,32,39M9lQYurOE3iLYo6l93wx,https://i.scdn.co/image/7197ad86b783ecd89c9e36f8e4f3e3831f962cc8,https://open.spotify.com/album/39M9lQYurOE3iLYo6l93wx,Wizkid,Yung6ix
Blown Away,About Time,14,Angel,1/1/2013,227004,https://i.scdn.co/image/140c6a70213e5d821c9262222aef7b41b6dfafbc,album,227004,FALSE,,3,0.535,0.0248,0.824,0,0.346,-6.079,0.0556,92.984,4,0.449,https://open.spotify.com/track/1T8xTFsI0RCqJYMVjxXQJ8,No,227.004,1,5JpzMxMNOFMgcI1KYTd9Dy,https://i.scdn.co/image/6a76e8d93e78fc9b7744e4e0b491e28b3800a7d4,https://open.spotify.com/album/5JpzMxMNOFMgcI1KYTd9Dy,Wizkid,Angel
Jeje,According to X,33,DJ Xclusive,9/21/2015,236329,https://i.scdn.co/image/7ae49950005bab6fea0849dbe141595005016c01,album,236329,FALSE,https://p.scdn.co/mp3-preview/a55b75ee0969a21223d20ba144bff7762fadec97?cid=b50ee957f7824fa5806358e8fe3a1598,15,0.838,0.381,0.931,0,0.286,-3.015,0.153,128.007,4,0.966,https://open.spotify.com/track/4M0aSJh5QW8IWNfgYSWYGG,No,236.329,45,2K68QnBW5jKb4BrYJAyI4t,https://i.scdn.co/image/d7c7b607a70ba093a572239ccaf63dc5886b73d6,https://open.spotify.com/album/2K68QnBW5jKb4BrYJAyI4t,Wizkid,DJ Xclusive
Let the Music Play - Remix,AfroFunkyDiscoSoul,0,DJ Klem,10/14/2016,264463,https://i.scdn.co/image/3b4ae8873a2433406d7fccf01410ae41d417f8c5,album,264463,FALSE,https://p.scdn.co/mp3-preview/d6b526c162f9a140ba69fe475233f87a65d95e4c?cid=b50ee957f7824fa5806358e8fe3a1598,3,0.622,0.254,0.926,1.02E-05,0.217,-4.499,0.261,132.132,4,0.781,https://open.spotify.com/track/4vfRlY7vpJyTGSOOrGuG6O,No,264.463,11,5V7ztpGenORKlkpjZlnrnK,https://i.scdn.co/image/abc0feba59322114ff01febdd11448e497e67ebc,https://open.spotify.com/album/5V7ztpGenORKlkpjZlnrnK,Wizkid,DJ Klem
Undercover Lover,Afropop 101,26,Legendury Beatz,2/17/2017,197647,https://i.scdn.co/image/7f799eaa807c948670b175f4a746e7ad96e75390,album,197647,FALSE,https://p.scdn.co/mp3-preview/4a0dbda9e3cac7a7fc235a34c8060c0c3736095f?cid=b50ee957f7824fa5806358e8fe3a1598,5,0.498,0.209,0.577,0,0.0928,-4.383,0.183,66.332,5,0.618,https://open.spotify.com/track/4cfpQ4U2mGI79gyC10isTc,No,197.647,49,7xsYDQB0wtuuXZlY6mp4Ol,https://i.scdn.co/image/2f55b2a175c63bb3f433d957607e3bead1e89e8e,https://open.spotify.com/album/7xsYDQB0wtuuXZlY6mp4Ol,Wizkid,Legendury Beatz
Eleniyan,Alaga Ibile,11,Reminisce,11/7/2013,222000,https://i.scdn.co/image/21057ed9810c16ae91d9d33de79fb5c8d1015f46,album,222000,FALSE,https://p.scdn.co/mp3-preview/67609d5b87c9bcbae852d6280c55de926081f041?cid=b50ee957f7824fa5806358e8fe3a1598,5,0.814,0.0231,0.777,5.90E-06,0.348,-5.329,0.234,105.008,4,0.197,https://open.spotify.com/track/52IqzUAFEPeIJTbgDwDG0Z,No,222,39,4t0xCLC7zxXm6hGbkq9UHI,https://i.scdn.co/image/3360a1ceea68e0663e935327c8557954079e415a,https://open.spotify.com/album/4t0xCLC7zxXm6hGbkq9UHI,Wizkid,Reminisce
Alright,Alright,36,Kiddominant,4/14/2018,212000,https://i.scdn.co/image/ee843b426dd344fa76ea76f38c1ba3ee549d9e09,single,212000,TRUE,https://p.scdn.co/mp3-preview/dbcb6c92448ddab0a82bf9e4e11cf258064bc072?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.53,0.22,0.615,0,0.134,-6.316,0.208,128.056,5,0.491,https://open.spotify.com/track/6uQbBVbJSPQQPicB0YU3cL,No,212,45,2vNsZSDSOFIy3MniNtRqbY,https://i.scdn.co/image/a41f5cf7e4339a3d81411897f3fb61b05305741c,https://open.spotify.com/album/2vNsZSDSOFIy3MniNtRqbY,Wizkid,Kiddominant
Bombay (feat. Phyno),Ayo,30,WizKid,9/17/2014,200830,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,200830,TRUE,https://p.scdn.co/mp3-preview/83f02113e7403d41ab211bcc86679482ce3b31a7?cid=b50ee957f7824fa5806358e8fe3a1598,13,0.682,0.221,0.929,3.50E-06,0.363,-2.997,0.0674,103.035,4,0.746,https://open.spotify.com/track/7LiIALKspf8ntHKHXxA25o,Yes,200.83,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Caro (feat. Lax),Ayo,47,WizKid,9/17/2014,246832,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,246832,TRUE,https://p.scdn.co/mp3-preview/08ce01a1d10731e07fe4e5f81f06804ef0236486?cid=b50ee957f7824fa5806358e8fe3a1598,19,0.698,0.0214,0.944,4.68E-05,0.485,-2.48,0.0628,122.183,4,0.915,https://open.spotify.com/track/75u7OvDfLHg0574MoNQhyd,Yes,246.832,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Celebrate,Ayo,27,WizKid,9/17/2014,214048,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,214048,FALSE,https://p.scdn.co/mp3-preview/16c29b60da24fe19e99044529c673858f4d74819?cid=b50ee957f7824fa5806358e8fe3a1598,15,0.728,0.701,0.791,0,0.112,-7.201,0.0877,117.981,4,0.815,https://open.spotify.com/track/6dIOozdha6tzLkYfc7WwKk,Yes,214.048,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Dutty Whyne (feat. Banky W),Ayo,28,WizKid,9/17/2014,253179,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,253179,FALSE,https://p.scdn.co/mp3-preview/2a19fb50212557b94eecfc67008d63c07aa8242c?cid=b50ee957f7824fa5806358e8fe3a1598,10,0.51,0.0995,0.839,0,0.245,-3.76,0.121,127.605,5,0.788,https://open.spotify.com/track/6nocaLjFIUTOksqOjf8PPR,Yes,253.179,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
For You (feat. Akon),Ayo,31,WizKid,9/17/2014,237114,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,237114,FALSE,https://p.scdn.co/mp3-preview/967f4eb7802bbaaf4184ad5fb7179f481faf08c5?cid=b50ee957f7824fa5806358e8fe3a1598,9,0.792,0.135,0.864,1.31E-05,0.0574,-6.864,0.0625,124.976,4,0.709,https://open.spotify.com/track/7fH3v6wSnhKXycGQaNq5y5,Yes,237.114,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
In Love (feat. Seyi Shay),Ayo,27,WizKid,9/17/2014,201248,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,201248,FALSE,https://p.scdn.co/mp3-preview/f4298c42141acf8527dfef7b9332737e7a0a4791?cid=b50ee957f7824fa5806358e8fe3a1598,8,0.653,0.247,0.868,0,0.157,-3.145,0.0612,125.978,4,0.854,https://open.spotify.com/track/4SSkTUrIPynX8eHxY2Jdff,Yes,201.248,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
In My Bed,Ayo,41,WizKid,9/17/2014,230557,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,230557,FALSE,https://p.scdn.co/mp3-preview/6cf58127f62901809945f227f09d798f75b50676?cid=b50ee957f7824fa5806358e8fe3a1598,3,0.851,0.00424,0.77,0,0.0342,-5.667,0.0486,125.006,4,0.658,https://open.spotify.com/track/4yFQ8dqrFKghN8uGfQoUca,Yes,230.557,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Jaiye Jaiye (feat. Femi Kuti),Ayo,40,WizKid,9/17/2014,246126,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,246126,FALSE,https://p.scdn.co/mp3-preview/1e7c1e6668117298ce239315b3441b7590974f49?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.646,0.24,0.978,0,0.11,-2.663,0.0602,118.004,4,0.789,https://open.spotify.com/track/2gRzl3pbDoFoHfzRsmkQhf,Yes,246.126,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Joy,Ayo,36,WizKid,9/17/2014,195475,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,195475,FALSE,https://p.scdn.co/mp3-preview/cb423e79b8ea9a2896a14874e616173a2156dc16?cid=b50ee957f7824fa5806358e8fe3a1598,18,0.569,0.32,0.636,0,0.203,-5.909,0.22,90.231,4,0.791,https://open.spotify.com/track/2nDUGTgJDdCtt0H9MgnpTj,Yes,195.475,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Ki Lo Fe,Ayo,27,WizKid,9/17/2014,149316,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,149316,FALSE,https://p.scdn.co/mp3-preview/db017002926f8bc8f3f600c1bc68205149da1a36?cid=b50ee957f7824fa5806358e8fe3a1598,11,0.63,0.0523,0.965,0,0.552,-1.92,0.0532,125.043,4,0.661,https://open.spotify.com/track/29vuW7qf7WD75TUK8kSA4v,Yes,149.316,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Kind Love,Ayo,30,WizKid,9/17/2014,231947,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,231947,FALSE,https://p.scdn.co/mp3-preview/f83e1b278983fe87bdb8529fdf36ddbaa7833fb1?cid=b50ee957f7824fa5806358e8fe3a1598,6,0.627,0.0269,0.913,1.44E-06,0.0654,-2.402,0.0376,119.004,4,0.964,https://open.spotify.com/track/4zSIpGL7ttI7V2CALOzp6n,Yes,231.947,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Mummy Mi,Ayo,29,WizKid,9/17/2014,197956,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,197956,FALSE,https://p.scdn.co/mp3-preview/27ce21edb82e5f9a7ce83cd34f2349588c37a2a7?cid=b50ee957f7824fa5806358e8fe3a1598,4,0.701,0.263,0.931,5.58E-06,0.353,-3.019,0.0369,124.982,4,0.947,https://open.spotify.com/track/4SfHC7jsjjYXbWelL6o66i,Yes,197.956,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Murder (feat. Wale),Ayo,28,WizKid,9/17/2014,242443,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,242443,TRUE,https://p.scdn.co/mp3-preview/22c9ffc232d6db5f05d534141d8a3bfc5347d38e?cid=b50ee957f7824fa5806358e8fe3a1598,17,0.535,0.37,0.862,0,0.564,-3.482,0.317,102.958,4,0.937,https://open.spotify.com/track/2NgBoy3aabfKw9Rt4Tr2nE,Yes,242.443,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Ojuelegba,Ayo,56,WizKid,9/17/2014,216242,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,216242,FALSE,https://p.scdn.co/mp3-preview/540e2b5e12b3e1de6b363ae830988282b375676d?cid=b50ee957f7824fa5806358e8fe3a1598,5,0.644,0.146,0.748,0.000346,0.203,-5.862,0.0349,100.037,4,0.901,https://open.spotify.com/track/6cTLhp8a39TClL2iqGpPVc,Yes,216.242,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Omalicha,Ayo,27,WizKid,9/17/2014,202841,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,202841,FALSE,https://p.scdn.co/mp3-preview/b1c3d05ef39a0cf63a11854d7963cdad5e4289b1?cid=b50ee957f7824fa5806358e8fe3a1598,12,0.628,0.65,0.777,0,0.296,-4.789,0.0343,109.948,4,0.886,https://open.spotify.com/track/3Q4lz4lbc7os2zVA7mxLwT,Yes,202.841,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
On Top Your Matter,Ayo,35,WizKid,9/17/2014,284773,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,284773,FALSE,https://p.scdn.co/mp3-preview/314782aac7a5918057408f5c7cd4a80a430b3028?cid=b50ee957f7824fa5806358e8fe3a1598,7,0.714,0.0516,0.968,0,0.0758,-0.831,0.0536,124.038,4,0.968,https://open.spotify.com/track/26TiX8EaQFZlF5a0LfJQOz,Yes,284.773,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
One Question (feat. Yemi Sax),Ayo,26,WizKid,9/17/2014,295001,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,295001,FALSE,https://p.scdn.co/mp3-preview/66c8a3bb71437518b9414190ac67fc18cdc787f9?cid=b50ee957f7824fa5806358e8fe3a1598,14,0.671,0.195,0.909,0,0.277,-3.366,0.0363,106.005,4,0.962,https://open.spotify.com/track/7uYiPIFQw8Y9J2hO81YzWU,Yes,295.001,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Show You the Money,Ayo,44,WizKid,9/17/2014,191506,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,191506,FALSE,https://p.scdn.co/mp3-preview/1fdd145d7723df1b0e443634d020ad3fa3fa7da3?cid=b50ee957f7824fa5806358e8fe3a1598,2,0.786,0.513,0.77,1.55E-06,0.0892,-4.884,0.0768,122.997,4,0.891,https://open.spotify.com/track/1xSFHuA4aLD6NBRqvDwtce,Yes,191.506,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
Show You the Money (Remix) [feat. Tyga],Ayo,29,WizKid,9/17/2014,253258,https://i.scdn.co/image/60c82a682c4f72cec59754af36269bb7036363fe,album,253258,TRUE,https://p.scdn.co/mp3-preview/ff360817aafb71f0aa8a61fc453975daadda3a44?cid=b50ee957f7824fa5806358e8fe3a1598,16,0.827,0.269,0.677,0,0.0583,-8.443,0.123,122.988,4,0.885,https://open.spotify.com/track/6OmdtZ2FwFsKcm3wPf23wf,Yes,253.258,2,2O8egayngzl1fm5dcE4VX9,https://i.scdn.co/image/bd32f23793f006f6ed172093266ecc549d9db907,https://open.spotify.com/album/2O8egayngzl1fm5dcE4VX9,Wizkid,None
BABA NLA,BABA NLA,19,STARBOY,5/29/2018,160040,https://i.scdn.co/image/3932dbf8cd3c02e2c99ee96ef5b79e823daaa20f,single,160040,FALSE,https://p.scdn.co/mp3-preview/c3cc5f6a4da45a2791adbe1d302482cd72d185af?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.786,0.155,0.695,0,0.111,-7.187,0.0697,105.012,4,0.89,https://open.spotify.com/track/400dltXuDCbON2quldZq7m,No,160.04,41,1w7pOroWHTTqMb7RDMtUzp,https://i.scdn.co/image/4d174542a9b0ae826678cf26aeff569d7462683f,https://open.spotify.com/album/1w7pOroWHTTqMb7RDMtUzp,Wizkid,STARBOY
Bamilo,Bamilo,20,May D,7/18/2016,236477,https://i.scdn.co/image/7203c048b7e47d592e0b3d631a45ab4d704a3f9a,single,236477,FALSE,https://p.scdn.co/mp3-preview/a486fe5fb270155ef0b3fc0b9d69d1673e1c4325?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.775,0.269,0.887,0,0.308,-3.381,0.158,110.007,4,0.971,https://open.spotify.com/track/1KLHt5rs2y4K4448LXoCAD,No,236.477,30,1jXFqRarJ11ddPjgqGs5jr,https://i.scdn.co/image/26d4d7a608b165210ee7440b3810edd73bdd32a2,https://open.spotify.com/album/1jXFqRarJ11ddPjgqGs5jr,Wizkid,May D
Runtown & Walshy Fire: Bend Down Pause Remix,Bazodee (Original Motion Picture Soundtrack),25,Machel Montano,9/14/2016,208049,https://i.scdn.co/image/e678a77c676b01b3f6dbe1c63b8538c11a3dfe09,album,208049,FALSE,https://p.scdn.co/mp3-preview/754c175f2b2750b5f392b2a450859169879605ea?cid=b50ee957f7824fa5806358e8fe3a1598,18,0.786,0.161,0.928,0,0.335,-3.833,0.29,100.074,4,0.808,https://open.spotify.com/track/4kts4hwplXxXkiNi0DT6dY,No,208.049,14,2bHV1Fv43x3gYPAdGZHdf6,https://i.scdn.co/image/8b8292ee9f5799066202ddd92931f1a7e886ff60,https://open.spotify.com/album/2bHV1Fv43x3gYPAdGZHdf6,Wizkid,Machel Montano
Water Flowing (London Future Remix),Bazodee (Original Motion Picture Soundtrack),19,Machel Montano,9/14/2016,114823,https://i.scdn.co/image/e678a77c676b01b3f6dbe1c63b8538c11a3dfe09,album,114823,FALSE,https://p.scdn.co/mp3-preview/c644c1f5f6d76824e89c1b338ad3ee5a555ad63f?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.832,0.18,0.605,0.00582,0.0856,-15.559,0.0608,119.95,4,0.745,https://open.spotify.com/track/2UafvQXYuCIeaL9DIFsI83,No,114.823,14,2bHV1Fv43x3gYPAdGZHdf6,https://i.scdn.co/image/8b8292ee9f5799066202ddd92931f1a7e886ff60,https://open.spotify.com/album/2bHV1Fv43x3gYPAdGZHdf6,Wizkid,Machel Montano
Bella,Bella,63,MHD,7/18/2018,185175,https://i.scdn.co/image/a54664126bf90a20c5bedaa7afc6789de21cdf3e,single,185175,FALSE,,1,0.793,0.111,0.683,0,0.172,-5.167,0.126,102.021,4,0.616,https://open.spotify.com/track/0SJRHDAStlsrXIXeFZZStK,No,185.175,34,315Esv2r256mnP1TRnX57h,https://i.scdn.co/image/43e7734fee93dbe2c9ec52b66fb96ac085495da4,https://open.spotify.com/album/315Esv2r256mnP1TRnX57h,Wizkid,MHD
Body Hot (Remix) [feat. Wizkid],Body Hot (Remix) [feat. Wizkid],41,Praiz,3/8/2017,202945,https://i.scdn.co/image/27b6f775681d2b187cc1ce52236566aeaff157f6,single,202945,FALSE,https://p.scdn.co/mp3-preview/c2d01dbba989483364c6fa887c0ff9e9589cd500?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.741,0.285,0.821,6.14E-05,0.151,-3.972,0.0309,99.977,4,0.935,https://open.spotify.com/track/395ixRHxWNqvnj2NoZXehd,No,202.945,47,4RCkpMgSud2TiGISs4YEvg,https://i.scdn.co/image/8fc1e1c0840aab7c32b21e44bf9c3d5429104ad8,https://open.spotify.com/album/4RCkpMgSud2TiGISs4YEvg,Wizkid,Praiz
Can't Believe (feat. Ty Dolla $ign & WizKid),Can't Believe (feat. Ty Dolla $ign & WizKid),59,Kranium,5/18/2017,213306,https://i.scdn.co/image/52f017b49025c590e82569e664bf9364f013a488,single,213306,TRUE,https://p.scdn.co/mp3-preview/256557749ad3c0085c83cbcfb4f6c76c50857fcb?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.725,0.00117,0.764,8.93E-06,0.0773,-4.893,0.0843,99.962,4,0.611,https://open.spotify.com/track/10C1ZwdAwSEmMeYAFvuTtv,No,213.306,34,3VgwGiwzuRt8MPu6FzEDvm,https://i.scdn.co/image/a1923b41410e536f8aca8d4d1ac7b1b8cbaa92b3,https://open.spotify.com/album/3VgwGiwzuRt8MPu6FzEDvm,Wizkid,Kranium
Commando (feat. Wizkid & Ceeza Milli),Commando (feat. Wizkid & Ceeza Milli),46,Mut4y,4/13/2018,233195,https://i.scdn.co/image/cf216468e162960418b2f747fbd49dc696a57ac9,single,233195,FALSE,https://p.scdn.co/mp3-preview/76a0dec08e4d2ee15df5af3e9ded63c4c205709e?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.864,0.671,0.633,2.37E-06,0.102,-6.472,0.14,104.943,4,0.86,https://open.spotify.com/track/78PRIf29azufyk0znrzkXM,No,233.195,47,6WjShb4ZGdvXLUcKxHqDm3,https://i.scdn.co/image/db066fac4d728028cc64254cf093b0b0238362b3,https://open.spotify.com/album/6WjShb4ZGdvXLUcKxHqDm3,Wizkid,Mut4y
Confam Ni (feat. Wizkid),Confam Ni (feat. Wizkid),5,Olamide,12/13/2016,268571,https://i.scdn.co/image/8396f82b53b4713657acaacb8055431c608cbbaf,single,268571,FALSE,https://p.scdn.co/mp3-preview/54d5e92e8cfbcd9bcc2dce59cc3e65cd0c4de1e9?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.728,0.0284,0.942,1.50E-05,0.14,-5.079,0.309,125.993,4,0.707,https://open.spotify.com/track/3tf3UM6AjJbTAki8zee2ej,No,268.571,7,5Ay8AmsSlLz5hhXh4ViSm5,https://i.scdn.co/image/22bd42805dafdca311111a6e36b0cdce94d84c59,https://open.spotify.com/album/5Ay8AmsSlLz5hhXh4ViSm5,Wizkid,Olamide
Consider,Consider,38,Del B,4/19/2019,202000,https://i.scdn.co/image/e8efc00ebe7c6776ed998abf19ea75de532dfeab,single,202000,FALSE,https://p.scdn.co/mp3-preview/db04365436b40163801324ac821d4e16a3511c25?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.675,0.0368,0.895,9.12E-06,0.0882,-2.575,0.0655,109.835,4,0.937,https://open.spotify.com/track/4JeD1HqYQXuxXYX78M0WU0,No,202,5,7KKFZnoeSDNYCxXBmtdEL0,https://i.scdn.co/image/32d49cbe4dd834688e974a1c1d0dd237622f128e,https://open.spotify.com/album/7KKFZnoeSDNYCxXBmtdEL0,Wizkid,Del B
Crazy (feat. Wizkid),Crazy (feat. Wizkid),19,Seyi Shay,10/15/2014,234266,https://i.scdn.co/image/b4bb32d644b44a77f6fc544ace3ef0d146adc3d2,single,234266,FALSE,https://p.scdn.co/mp3-preview/36b01d95b38a7524fe28e039023450fa90b04ca4?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.701,0.244,0.974,4.90E-05,0.278,-0.416,0.0495,126.007,4,0.972,https://open.spotify.com/track/2Rvib4LEKi5EYOHtfI8ZVv,No,234.266,17,0U1r1otfcNsVuasHCXF3eS,https://i.scdn.co/image/91d8c2680095b0f2075434718e37b7178c129ab7,https://open.spotify.com/album/0U1r1otfcNsVuasHCXF3eS,Wizkid,Seyi Shay
Girl (feat. Wizkid),Cupid Stories,30,Bracket,7/26/2011,294960,https://i.scdn.co/image/fe4e670e7016bf104da57e71c0e28ba761ff33b1,album,294960,FALSE,https://p.scdn.co/mp3-preview/6057a5f78a0721d99afb6849f765475895594dfc?cid=b50ee957f7824fa5806358e8fe3a1598,4,0.791,0.208,0.872,0,0.099,-5.94,0.176,120.017,4,0.679,https://open.spotify.com/track/1a0QPUqSpP67GFJ9eAcvOE,No,294.96,11,2ccdb6tBRWeGQV0ffF3Wci,https://i.scdn.co/image/4c7971ab7126423a2bdcb8c644258d7ee70e8fc5,https://open.spotify.com/album/2ccdb6tBRWeGQV0ffF3Wci,Wizkid,Bracket
Dance for Me,Dance for Me,19,WizKid,8/15/2016,158175,https://i.scdn.co/image/c677c65cadacc00c4740bfccdade9083a790e198,single,158175,FALSE,https://p.scdn.co/mp3-preview/690aa8d2c2848acf0c3d3dfef84e6b7b5503ad16?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.665,0.331,0.806,0,0.396,-5.622,0.0754,124.99,4,0.421,https://open.spotify.com/track/2N8T4wl3FWxiN8wzNUdpH4,Yes,158.175,28,0zcTHyXLVO4HnloVANDusS,https://i.scdn.co/image/b4bf50e304c6b2dcde1765eebdc17b933cddb179,https://open.spotify.com/album/0zcTHyXLVO4HnloVANDusS,Wizkid,None
